Year,Author,Fo,peak,name,celsius,GPa ,hours,fO2Buffer,logf02,orientation,log10D,Experiment,mechanism,polarized IR
1998,Kohlstedt,91,bulk H,SC14#2 or SC14#6,900,3,1,Fe-FeO,-11.26,b,-11.9967,hydration,pp,"yes, E || a"
1998,Kohlstedt,91,bulk H,SC14#2 or SC14#6,900,3,1,Fe-FeO,-11.26,c,-11.2551,hydration,pp,"yes, E || a"
1998,Kohlstedt,91,bulk H,SC14#2 or SC14#6,900,3,1,Fe-FeO,-11.26,c,-11.1582,hydration,pp,"yes, E || a"
1998,Kohlstedt,91,bulk H,SC14#3 or SC16#4,1000,3,0.6 or 1,Ni-NiO,,a,-9.5634,hydration,pp,"yes, E || a"
1998,Kohlstedt,91,bulk H,SC14#3 or SC16#4,1000,3,0.6 or 1,Fe-FeO,,a,-9.3928,hydration,pp,"yes, E || a"
1998,Kohlstedt,91,bulk H,SC14#3 or SC16#4,1000,3,0.6 or 1,Fe-FeO or Ni-NiO,,b,-11.0066,hydration,pp,"yes, E || a"
1998,Kohlstedt,91,bulk H,SC14#3 or SC16#4,1000,3,0.6 or 1,Fe-FeO or Ni-NiO,,b,-10.6898,hydration,pp,"yes, E || a"
1998,Kohlstedt,91,bulk H,SC14#3 or SC16#4,1000,3,0.6 or 1,Fe-FeO or Ni-NiO,,c,-11.4068,hydration,pp,"yes, E || a"
1998,Kohlstedt,91,bulk H,SC14#3 or SC16#4,1000,3,0.6 or 1,Fe-FeO or Ni-NiO,,c,-11.0066,hydration,pp,"yes, E || a"
1998,Kohlstedt,91,bulk H,,900,2,?,Ni-NiO,,a,-13.994,hydration,pv,"yes, E || a"
1998,Kohlstedt,91,bulk H,,900,2,?,Ni-NiO,,b,-14.17,hydration,pv,"yes, E || a"
1998,Kohlstedt,91,bulk H,,900,2,?,Ni-NiO,,c,-12.885,hydration,pv,"yes, E || a"
