,wavenumber (cm-1),absorbance (cm-1)
525,1687.479,25.613813849444853
526,1689.408,25.78359191269211
527,1691.3370000000002,25.985050254279955
528,1693.265,26.228163733119786
529,1695.194,26.488299615166632
530,1697.122,26.816261926591345
531,1699.0510000000002,27.12613948072549
532,1700.979,27.46841333710389
533,1702.908,27.82452940606916
534,1704.836,28.13062481474668
535,1706.765,28.398333233663436
536,1708.693,28.636368577524266
537,1710.622,28.81398717123301
538,1712.5510000000002,28.96372068815583
539,1714.479,29.077879086540378
540,1716.408,29.19299126724573
541,1718.336,29.34762288242706
542,1720.265,29.57350025034966
543,1722.193,29.768201030451245
544,1724.122,29.96592532799633
545,1726.05,30.171593230461227
546,1727.979,30.398501342966846
547,1729.908,30.62002896874911
548,1731.836,30.82941442334343
549,1733.765,31.014275028492456
550,1735.693,31.336142203616255
551,1737.622,31.682685404057516
552,1739.55,32.03247888575056
553,1741.479,32.44643278192121
554,1743.4070000000002,32.909883032968395
555,1745.336,33.371471072135584
556,1747.265,33.83210395465585
557,1749.193,34.23875330754817
558,1751.122,34.63649015561268
559,1753.05,35.04509792321273
560,1754.979,35.424886072271605
561,1756.9070000000002,35.75328816805174
562,1758.836,36.14818016106711
563,1760.764,36.53727936952591
564,1762.693,37.02571486926546
565,1764.621,37.58411043966971
566,1766.55,38.13074865019702
567,1768.479,38.65458679054795
568,1770.4070000000002,39.18543399406341
569,1772.336,39.659198562571326
570,1774.264,40.300149902444794
571,1776.193,40.90644073780662
572,1778.121,41.42728971886681
573,1780.05,41.83441321426733
574,1781.9779999999998,42.209542397810964
575,1783.9070000000002,42.414083352865084
576,1785.835,42.49823334062268
577,1787.764,42.41405586634286
578,1789.693,42.12779060911651
579,1791.621,41.62352974421236
580,1793.55,41.160003905229104
581,1795.4779999999998,40.706579363159406
582,1797.4070000000002,40.17162979620353
583,1799.335,39.53917179169414
584,1801.264,38.88821535773485
585,1803.192,38.19592606599653
586,1805.121,37.449247818427615
587,1807.049,36.615828978382446
588,1808.9779999999998,35.756655267022936
589,1810.9070000000002,34.899398740587834
590,1812.835,34.10977280205984
591,1814.764,33.3961677123447
592,1816.692,32.76916578249475
593,1818.621,32.2302856428623
594,1820.549,31.786096572256454
595,1822.4779999999998,31.42025096159054
596,1824.406,31.12747827023005
597,1826.335,30.908280127205416
598,1828.264,30.7433335074003
599,1830.192,30.598321487830745
600,1832.121,30.490100178244397
601,1834.049,30.367407214712465
602,1835.9779999999998,30.215585409264442
603,1837.906,30.033439098184026
604,1839.835,29.827613148216408
605,1841.763,29.58642578742071
606,1843.692,29.3072692320019
607,1845.62,29.033131028376275
608,1847.549,28.772595217431217
609,1849.4779999999998,28.48766580518445
610,1851.406,28.199734177548883
611,1853.335,27.916691027889037
612,1855.263,27.654684688005545
613,1857.192,27.415018706214383
614,1859.12,27.203601997628475
615,1861.049,27.01415251759584
616,1862.977,26.841476000581146
617,1864.906,26.67176253066109
618,1866.8339999999998,26.50742679881217
619,1868.763,26.357267240795032
620,1870.692,26.256494778728616
621,1872.62,26.20883452353597
622,1874.549,26.213154717664928
623,1876.477,26.272630054431183
624,1878.406,26.376943467721787
625,1880.3339999999998,26.50135777470736
626,1882.263,26.621741870373327
627,1884.191,26.71104489388297
628,1886.12,26.762516155380567
629,1888.0479999999998,26.773600095463287
630,1889.977,26.75976612883307
631,1891.906,26.745317151268324
632,1893.8339999999998,26.740384007693997
633,1895.763,26.7468378431098
634,1897.691,26.773576731919405
635,1899.62,26.812861156630447
636,1901.5479999999998,26.858143140488536
637,1903.477,26.903273948474464
638,1905.405,26.947066162828577
639,1907.3339999999998,26.983803961256513
640,1909.263,27.01235146322778
641,1911.191,27.02710760267827
642,1913.12,27.018293362167356
643,1915.0479999999998,26.963299702848055
644,1916.977,26.846938259708082
645,1918.905,26.664055309832335
646,1920.8339999999998,26.421591200079803
647,1922.7620000000002,26.1089787369854
648,1924.691,25.748103376698793
649,1926.62,25.362935428079616
650,1928.5479999999998,24.977428708074164
651,1930.477,24.62013140581675
652,1932.405,24.30775120383504
653,1934.3339999999998,24.033841825506848
654,1936.2620000000002,23.780238115464115
655,1938.191,23.520489106217426
656,1940.119,23.228594609241682
657,1942.0479999999998,22.869880376764137
658,1943.976,22.430560543568475
659,1945.905,21.918696906619978
660,1947.8329999999999,21.357003640713124
661,1949.7620000000002,20.784819456440296
662,1951.691,20.2336830765527
663,1953.619,19.721515713533755
664,1955.5479999999998,19.254255830507738
665,1957.476,18.830943460686342
666,1959.405,18.452373651724592
667,1961.3329999999999,18.123008840503914
668,1963.2620000000002,17.829096832797674
669,1965.19,17.565861845371217
670,1967.119,17.329123865358888
671,1969.047,17.12074510464066
672,1970.976,16.938424941307236
673,1972.905,16.779420220441686
674,1974.8329999999999,16.641747789466287
675,1976.7620000000002,16.52557050602514
676,1978.69,16.426803872917283
677,1980.619,16.344002786237326
678,1982.547,16.275177908940034
679,1984.476,16.22216808936152
680,1986.404,16.18044011282567
681,1988.3329999999999,16.14990945827667
682,1990.2620000000002,16.129922633648896
683,1992.19,16.11866758996539
684,1994.119,16.114508191991387
685,1996.047,16.118776161728135
686,1997.976,16.127705158469297
687,1999.904,16.14245717494145
688,2001.8329999999999,16.160814048801953
689,2003.761,16.183262978657027
690,2005.69,16.207095167742523
691,2007.619,16.23346092701307
692,2009.547,16.260354427510123
693,2011.476,16.288041601336104
694,2013.404,16.31194525537935
695,2015.3329999999999,16.33058936339698
696,2017.261,16.340355324739555
697,2019.19,16.337158642206084
698,2021.118,16.312690827294396
699,2023.047,16.259140897554385
700,2024.975,16.168449804672946
701,2026.904,16.04216778850295
702,2028.8329999999999,15.885990743610153
703,2030.761,15.70858860626384
704,2032.69,15.51167172530877
705,2034.618,15.297208822898513
706,2036.547,15.062948065700699
707,2038.475,14.803544012307793
708,2040.404,14.510144628240841
709,2042.332,14.175850109261109
710,2044.261,13.792426180476408
711,2046.1889999999999,13.358500577265197
712,2048.118,12.880175307558954
713,2050.047,12.375135886913101
714,2051.975,11.85986117255788
715,2053.904,11.355834630255604
716,2055.8320000000003,10.879146870110251
717,2057.761,10.44384281781002
718,2059.689,10.056253993746864
719,2061.618,9.719373680189873
720,2063.5460000000003,9.427049706304533
721,2065.475,9.17521612829237
722,2067.404,8.955903229037485
723,2069.3320000000003,8.764645823006243
724,2071.26,8.594656800700998
725,2073.189,8.444015541382058
726,2075.118,8.306734793348202
727,2077.0460000000003,8.181240953202686
728,2078.975,8.064039796809077
729,2080.903,7.956034256422102
730,2082.8320000000003,7.853671011882568
731,2084.76,7.757780156161333
732,2086.689,7.666716620903899
733,2088.617,7.582738423910132
734,2090.5460000000003,7.503156696144465
735,2092.475,7.429794481192731
736,2094.403,7.359802801027466
737,2096.3320000000003,7.294883758536761
738,2098.26,7.233052826816778
739,2100.189,7.175694639424037
740,2102.117,7.119958156841914
741,2104.0460000000003,7.067621757057639
742,2105.974,7.016801238973456
743,2107.903,6.9692935339790925
744,2109.8320000000003,6.921741850549189
745,2111.76,6.876349920602234
746,2113.689,6.831519402871498
747,2115.617,6.789091207182249
748,2117.5460000000003,6.7465248917188765
749,2119.474,6.705916303800182
750,2121.403,6.665884245684921
751,2123.331,6.627506876206934
752,2125.26,6.588721331874071
753,2127.188,6.5519354320322645
754,2129.117,6.51500591511189
755,2131.0460000000003,6.479434919551933
756,2132.974,6.443410396375446
757,2134.903,6.409378646059465
758,2136.831,6.375140746826878
759,2138.76,6.3420078057872855
760,2140.688,6.308501735208643
761,2142.617,6.27596250304887
762,2144.545,6.243113360351137
763,2146.474,6.211775289212107
764,2148.403,6.180214577243147
765,2150.331,6.149413867613397
766,2152.26,6.117363895549031
767,2154.188,6.08664770697509
768,2156.117,6.05556663481876
769,2158.045,6.025324588753008
770,2159.974,5.994126698877269
771,2161.902,5.963425627890545
772,2163.831,5.93187728485658
773,2165.76,5.901525292701972
774,2167.688,5.8702305128354295
775,2169.616,5.839750021189471
776,2171.545,5.808969239288328
777,2173.474,5.778796596691165
778,2175.402,5.746831832845661
779,2177.331,5.715872388550127
780,2179.259,5.685436562502768
781,2181.188,5.6552536124597745
782,2183.116,5.623178902525415
783,2185.045,5.592252442056538
784,2186.973,5.56120504088992
785,2188.902,5.530275831768821
786,2190.831,5.498082929788943
787,2192.759,5.46672630524742
788,2194.688,5.435398541554221
789,2196.616,5.405277436186209
790,2198.545,5.3739936509285515
791,2200.473,5.343276775191557
792,2202.402,5.312304961961026
793,2204.33,5.281913801512264
794,2206.259,5.250908317292022
795,2208.188,5.221248298334146
796,2210.116,5.1918871953053465
797,2212.045,5.163076509883878
798,2213.973,5.13332234958742
799,2215.902,5.104660091385906
800,2217.83,5.075603401590623
801,2219.759,5.047213947122083
802,2221.687,5.018570929486119
803,2223.616,4.991318042711118
804,2225.544,4.963617812787088
805,2227.473,4.936441201111231
806,2229.402,4.9092334609489665
807,2231.33,4.882838222383343
808,2233.259,4.855966230089921
809,2235.187,4.829752746152437
810,2237.116,4.803065463288291
811,2239.044,4.776911968685538
812,2240.973,4.750501200234863
813,2242.901,4.723992030034664
814,2244.83,4.697660835065799
815,2246.759,4.672356261701619
816,2248.687,4.646671137437389
817,2250.615,4.621466752446679
818,2252.544,4.596122254908984
819,2254.473,4.571552739865108
820,2256.401,4.5467732965078245
821,2258.33,4.52173115071448
822,2260.258,4.49593340042548
823,2262.187,4.471525849713749
824,2264.115,4.447496788412902
825,2266.044,4.423641167067223
826,2267.972,4.399391457709305
827,2269.901,4.375488971843252
828,2271.83,4.351129591261701
829,2273.758,4.327434353773141
830,2275.687,4.303752928261993
831,2277.615,4.280354751362259
832,2279.544,4.25659670717044
833,2281.472,4.233283257475429
834,2283.401,4.210084976308494
835,2285.3289999999997,4.1874618506188845
836,2287.258,4.163959431083654
837,2289.187,4.140737374075004
838,2291.115,4.1180303457763365
839,2293.0429999999997,4.096168940333577
840,2294.972,4.073802882342971
841,2296.901,4.050995390805611
842,2298.8289999999997,4.028140278868516
843,2300.758,4.006381260721003
844,2302.686,3.9842412106593
845,2304.615,3.9629367508728977
846,2306.5429999999997,3.9417526820537923
847,2308.472,3.920336695703507
848,2310.4,3.89820764025069
849,2312.3289999999997,3.8761180966735553
850,2314.258,3.8542303041694703
851,2316.186,3.8325326496827996
852,2318.115,3.8101896803708533
853,2320.0429999999997,3.7890291125282403
854,2321.972,3.7684558629490303
855,2323.9,3.7475338094029276
856,2325.8289999999997,3.7258530591274184
857,2327.757,3.7040334331984233
858,2329.686,3.682070396339778
859,2331.615,3.6604923769410425
860,2333.5429999999997,3.6382924062609137
861,2335.472,3.6172472818115993
862,2337.4,3.59786062539636
863,2339.3289999999997,3.5792241448886424
864,2341.257,3.5615417215669654
865,2343.186,3.542496310325011
866,2345.114,3.5254184530594275
867,2347.0429999999997,3.5103455314404246
868,2348.971,3.4922812516088926
869,2350.9,3.4725517008290367
870,2352.8289999999997,3.4524130131660278
871,2354.757,3.4338291693483494
872,2356.686,3.4154194526488952
873,2358.614,3.3959286910307713
874,2360.5429999999997,3.379505768873237
875,2362.471,3.361907729174757
876,2364.4,3.3450300425071955
877,2366.328,3.328948502955557
878,2368.257,3.3130077631139594
879,2370.186,3.29652443932386
880,2372.114,3.279365565534051
881,2374.042,3.2619816458436173
882,2375.971,3.244646102432279
883,2377.9,3.227511004484185
884,2379.828,3.210151479082215
